FootnoteUrn,Scholion,TextUrn,Image,Number,Folio,SequenceOnFolio
urn:cite:hmt:e3footnotes.11-176,urn:cts:greekLit:tlg5026.e3.hmt:11.175,urn:cts:greekLit:tlg0012.tlg001.e3:11.488@εἵος,"urn:cite:hmt:e3bifolio.E3_146v_147r@0.3136,0.4198,0.0135,0.0179",2,urn:cite:hmt:e3bifolio.E3_146v_147r,2
urn:cite:hmt:e3footnotes.11-177,urn:cts:greekLit:tlg5026.e3.hmt:11.176,urn:cts:greekLit:tlg0012.tlg001.e3:11.490@Πριαμίδην,"urn:cite:hmt:e3bifolio.E3_146v_147r@0.2642,0.4552,0.0135,0.0179",3,urn:cite:hmt:e3bifolio.E3_146v_147r,3
urn:cite:hmt:e3footnotes.11-178,urn:cts:greekLit:tlg5026.e3.hmt:11.177,urn:cts:greekLit:tlg0012.tlg001.e3:11.492@κάτεισι,"urn:cite:hmt:e3bifolio.E3_146v_147r@0.4235,0.4896,0.0135,0.0179",4,urn:cite:hmt:e3bifolio.E3_146v_147r,4
urn:cite:hmt:e3footnotes.11-179,urn:cts:greekLit:tlg5026.e3.hmt:11.178,urn:cts:greekLit:tlg0012.tlg001.e3:11.494@ἀζαλέας,"urn:cite:hmt:e3bifolio.E3_146v_147r@0.3274,0.5066,0.0135,0.0179",5,urn:cite:hmt:e3bifolio.E3_146v_147r,5
urn:cite:hmt:e3footnotes.11-180,urn:cts:greekLit:tlg5026.e3.hmt:11.179,urn:cts:greekLit:tlg0012.tlg001.e3:11.504@κελεύθου,"urn:cite:hmt:e3bifolio.E3_146v_147r@0.3594,0.672,0.0135,0.0179",6,urn:cite:hmt:e3bifolio.E3_146v_147r,6
,urn:cts:greekLit:tlg5026.e3.hmt:11.180,,"",,,
urn:cite:hmt:e3footnotes.11-181,urn:cts:greekLit:tlg5026.e3.hmt:11.181,urn:cts:greekLit:tlg0012.tlg001.e3:11.507@ὦμον,"urn:cite:hmt:e3bifolio.E3_146v_147r@0.6711,0.3474,0.0125,0.0157",7,urn:cite:hmt:e3bifolio.E3_146v_147r,7
urn:cite:hmt:e3footnotes.11-182,urn:cts:greekLit:tlg5026.e3.hmt:11.182,urn:cts:greekLit:tlg0012.tlg001.e3:11.509@μετακλινθέντος,"urn:cite:hmt:e3bifolio.E3_146v_147r@0.6147,0.3801,0.0125,0.0157",8,urn:cite:hmt:e3bifolio.E3_146v_147r,8
urn:cite:hmt:e3footnotes.11-183,urn:cts:greekLit:tlg5026.e3.hmt:11.183,urn:cts:greekLit:tlg0012.tlg001.e3:11.510@προσεφώνεε,"urn:cite:hmt:e3bifolio.E3_146v_147r@0.6051,0.3963,0.0162,0.0191",9,urn:cite:hmt:e3bifolio.E3_146v_147r,9
urn:cite:hmt:e3footnotes.11-184,urn:cts:greekLit:tlg5026.e3.hmt:11.184,urn:cts:greekLit:tlg0012.tlg001.e3:11.512@ἄγρει,"urn:cite:hmt:e3bifolio.E3_146v_147r@0.5011,0.4248,0.0162,0.0191",10,urn:cite:hmt:e3bifolio.E3_146v_147r,10
urn:cite:hmt:e3footnotes.11-185,urn:cts:greekLit:tlg5026.e3.hmt:11.185,urn:cts:greekLit:tlg0012.tlg001.e3:11.515@ἰούς,"urn:cite:hmt:e3bifolio.E3_146v_147r@0.4917,0.4749,0.0162,0.0191",11,urn:cite:hmt:e3bifolio.E3_146v_147r,11
urn:cite:hmt:e3footnotes.11-186,urn:cts:greekLit:tlg5026.e3.hmt:11.186,urn:cts:greekLit:tlg0012.tlg001.e3:11.519@μάστιξεν,"urn:cite:hmt:e3bifolio.E3_146v_147r@0.5039,0.5421,0.0162,0.0191",12,urn:cite:hmt:e3bifolio.E3_146v_147r,12
urn:cite:hmt:e3footnotes.11-187,urn:cts:greekLit:tlg5026.e3.hmt:11.187,urn:cts:greekLit:tlg0012.tlg001.e3:11.529@προβαλόντες,"urn:cite:hmt:e3bifolio.E3_146v_147r@0.6266,0.7201,0.0162,0.0191",13,urn:cite:hmt:e3bifolio.E3_146v_147r,13
urn:cite:hmt:e3footnotes.11-188,urn:cts:greekLit:tlg5026.e3.hmt:11.188,urn:cts:greekLit:tlg0012.tlg001.e3:11.531@ἵμασεν,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.3452,0.3467,0.0114,0.0159",1,urn:cite:hmt:e3bifolio.E3_147v_148r,1
urn:cite:hmt:e3footnotes.11-189,urn:cts:greekLit:tlg5026.e3.hmt:11.189,urn:cts:greekLit:tlg0012.tlg001.e3:11.534@στείβοντες,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.2706,0.3975,0.0114,0.0159",2,urn:cite:hmt:e3bifolio.E3_147v_148r,2
urn:cite:hmt:e3footnotes.11-190,urn:cts:greekLit:tlg5026.e3.hmt:11.190,urn:cts:greekLit:tlg0012.tlg001.e3:11.536@ἃς ἄρ᾽ ἀφ᾽,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.2698,0.4309,0.0114,0.0159",3,urn:cite:hmt:e3bifolio.E3_147v_148r,3
urn:cite:hmt:e3footnotes.11-191,urn:cts:greekLit:tlg5026.e3.hmt:11.191,urn:cts:greekLit:tlg0012.tlg001.e3:11.539@χάζετο,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.4111,0.478,0.0114,0.0159",4,urn:cite:hmt:e3bifolio.E3_147v_148r,4
urn:cite:hmt:e3footnotes.11-192,urn:cts:greekLit:tlg5026.e3.hmt:11.192,urn:cts:greekLit:tlg0012.tlg001.e3:11.542@Αἴαντος,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.2679,0.5317,0.0114,0.0159",5,urn:cite:hmt:e3bifolio.E3_147v_148r,5
urn:cite:hmt:e3footnotes.11-193,urn:cts:greekLit:tlg5026.e3.hmt:11.193,urn:cts:greekLit:tlg0012.tlg001.e3:11.547@ἐντροπαλιζόμενος,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.2774,0.6008,0.0114,0.0159",6,urn:cite:hmt:e3bifolio.E3_147v_148r,6
urn:cite:hmt:e3footnotes.11-194,urn:cts:greekLit:tlg5026.e3.hmt:11.194,urn:cts:greekLit:tlg0012.tlg001.e3:11.548@αἴθωνα,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.2847,0.6166,0.0114,0.0159",7,urn:cite:hmt:e3bifolio.E3_147v_148r,7
urn:cite:hmt:e3footnotes.11-195,urn:cts:greekLit:tlg5026.e3.hmt:11.195,urn:cts:greekLit:tlg0012.tlg001.e3:11.550@ἐκ πῖαρ,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.3688,0.6459,0.0114,0.0159",8,urn:cite:hmt:e3bifolio.E3_147v_148r,8
urn:cite:hmt:e3footnotes.11-196,urn:cts:greekLit:tlg5026.e3.hmt:11.196,urn:cts:greekLit:tlg0012.tlg001.e3:11.555@ἠῶθεν,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.5189,0.3153,0.0149,0.0162",9,urn:cite:hmt:e3bifolio.E3_147v_148r,9
urn:cite:hmt:e3footnotes.11-197,urn:cts:greekLit:tlg5026.e3.hmt:11.197,urn:cts:greekLit:tlg0012.tlg001.e3:11.557@ἤϊε,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.5165,0.353,0.0149,0.0162",10,urn:cite:hmt:e3bifolio.E3_147v_148r,10
urn:cite:hmt:e3footnotes.11-198,urn:cts:greekLit:tlg5026.e3.hmt:11.198,urn:cts:greekLit:tlg0012.tlg001.e3:11.557@ἀέκων,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.5688,0.3521,0.0149,0.0162",12,urn:cite:hmt:e3bifolio.E3_147v_148r,11
urn:cite:hmt:e3footnotes.11-199,urn:cts:greekLit:tlg5026.e3.hmt:11.199,urn:cts:greekLit:tlg0012.tlg001.e3:11.558@ὅτ᾽ ὄνος,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.5373,0.371,0.0149,0.0162",12,urn:cite:hmt:e3bifolio.E3_147v_148r,12
urn:cite:hmt:e3footnotes.11-200,urn:cts:greekLit:tlg5026.e3.hmt:11.200,urn:cts:greekLit:tlg0012.tlg001.e3:11.559@ῥόπαλ᾽,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.6346,0.3863,0.0149,0.0162",13,urn:cite:hmt:e3bifolio.E3_147v_148r,13
urn:cite:hmt:e3footnotes.11-201,urn:cts:greekLit:tlg5026.e3.hmt:11.201,urn:cts:greekLit:tlg0012.tlg001.e3:11.566@μνησάσκετο,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.6015,0.5051,0.0149,0.0162",14,urn:cite:hmt:e3bifolio.E3_147v_148r,14
urn:cite:hmt:e3footnotes.11-202,urn:cts:greekLit:tlg5026.e3.hmt:11.202,urn:cts:greekLit:tlg0012.tlg001.e3:11.569@προέεργε,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.5548,0.5533,0.0149,0.0162",15,urn:cite:hmt:e3bifolio.E3_147v_148r,15
urn:cite:hmt:e3footnotes.11-203,urn:cts:greekLit:tlg5026.e3.hmt:11.203,urn:cts:greekLit:tlg0012.tlg001.e3:11.574@ἆσαι,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.6904,0.6405,0.0149,0.0162",16,urn:cite:hmt:e3bifolio.E3_147v_148r,16
urn:cite:hmt:e3footnotes.11-204,urn:cts:greekLit:tlg5026.e3.hmt:11.204,urn:cts:greekLit:tlg0012.tlg001.e3:11.577@παρ᾽ αὐτὸν,"urn:cite:hmt:e3bifolio.E3_147v_148r@0.5349,0.6857,0.0149,0.0162",17,urn:cite:hmt:e3bifolio.E3_147v_148r,17


urn:cite:hmt:e3footnotes.11-205,urn:cts:greekLit:tlg5026.e3.hmt:11.205,urn:cts:greekLit:tlg0012.tlg001.e3:11.578@πραπίδων,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.3083,0.2928,0.017,0.0195",1,urn:cite:hmt:e3bifolio.E3_148v_149r,1
urn:cite:hmt:e3footnotes.11-206,urn:cts:greekLit:tlg5026.e3.hmt:11.206,urn:cts:greekLit:tlg0012.tlg001.e3:11.579@αἴνυτο,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.3864,0.3123,0.017,0.0195",2,urn:cite:hmt:e3bifolio.E3_148v_149r,2
urn:cite:hmt:e3footnotes.11-207,urn:cts:greekLit:tlg5026.e3.hmt:11.207,urn:cts:greekLit:tlg0012.tlg001.e3:11.584@δόναξ,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.3574,0.3814,0.028,0.0195",3,urn:cite:hmt:e3bifolio.E3_148v_149r,3
urn:cite:hmt:e3footnotes.11-208,urn:cts:greekLit:tlg5026.e3.hmt:11.208,urn:cts:greekLit:tlg0012.tlg001.e3:11.586@διαπρύσιον,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.3053,0.4159,0.028,0.0195",4,urn:cite:hmt:e3bifolio.E3_148v_149r,4
urn:cite:hmt:e3footnotes.11-209,urn:cts:greekLit:tlg5026.e3.hmt:11.209,urn:cts:greekLit:tlg0012.tlg001.e3:11.589@φεύξεσθ',"urn:cite:hmt:e3bifolio.E3_148v_149r@0.2663,0.4775,0.021,0.024",5,urn:cite:hmt:e3bifolio.E3_148v_149r,5
urn:cite:hmt:e3footnotes.11-210,urn:cts:greekLit:tlg5026.e3.hmt:11.210,urn:cts:greekLit:tlg0012.tlg001.e3:11.593@κλίναντες,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.4044,0.53,0.028,0.021",6,urn:cite:hmt:e3bifolio.E3_148v_149r,6
urn:cite:hmt:e3footnotes.11-211,urn:cts:greekLit:tlg5026.e3.hmt:11.211,urn:cts:greekLit:tlg0012.tlg001.e3:11.595@μεταστρεφθείς,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.2963,0.5691,0.031,0.0195",7,urn:cite:hmt:e3bifolio.E3_148v_149r,7
urn:cite:hmt:e3footnotes.11-212,urn:cts:greekLit:tlg5026.e3.hmt:11.212,urn:cts:greekLit:tlg0012.tlg001.e3:11.596@δέμας,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.3614,0.5841,0.013,0.0195",8,urn:cite:hmt:e3bifolio.E3_148v_149r,8
urn:cite:hmt:e3footnotes.11-213,urn:cts:greekLit:tlg5026.e3.hmt:11.213,,,,urn:cite:hmt:e3bifolio.E3_148v_149r,
urn:cite:hmt:e3footnotes.11-214,urn:cts:greekLit:tlg5026.e3.hmt:11.214,urn:cts:greekLit:tlg0012.tlg001.e3:11.598@Μαχάονα,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.3433,0.6141,0.019,0.0225",10,urn:cite:hmt:e3bifolio.E3_148v_149r,9
urn:cite:hmt:e3footnotes.11-215,urn:cts:greekLit:tlg5026.e3.hmt:11.215,urn:cts:greekLit:tlg0012.tlg001.e3:11.599@ἐνόησε,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.3243,0.6321,0.019,0.0225",11,urn:cite:hmt:e3bifolio.E3_148v_149r,10
urn:cite:hmt:e3footnotes.11-216,urn:cts:greekLit:tlg5026.e3.hmt:11.216,urn:cts:greekLit:tlg0012.tlg001.e3:11.600@ἑστήκει,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.2783,0.6486,0.019,0.0225",12,urn:cite:hmt:e3bifolio.E3_148v_149r,11
urn:cite:hmt:e3footnotes.11-217,urn:cts:greekLit:tlg5026.e3.hmt:11.217,urn:cts:greekLit:tlg0012.tlg001.e3:11.602@ἑταῖρον,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.3083,0.6847,0.017,0.0165",13,urn:cite:hmt:e3bifolio.E3_148v_149r,12
urn:cite:hmt:e3footnotes.11-218,urn:cts:greekLit:tlg5026.e3.hmt:11.218,urn:cts:greekLit:tlg0012.tlg001.e3:11.604@κακοῦ,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.6066,0.3153,0.028,0.03",14,urn:cite:hmt:e3bifolio.E3_148v_149r,13
urn:cite:hmt:e3footnotes.11-219,urn:cts:greekLit:tlg5026.e3.hmt:11.219,urn:cts:greekLit:tlg0012.tlg001.e3:11.609@ὀίω,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.5155,0.4039,0.028,0.021",15,urn:cite:hmt:e3bifolio.E3_148v_149r,14
urn:cite:hmt:e3footnotes.11-220,urn:cts:greekLit:tlg5026.e3.hmt:11.220,urn:cts:greekLit:tlg0012.tlg001.e3:11.616@ἐπεπείθεθ',"urn:cite:hmt:e3bifolio.E3_148v_149r@0.6256,0.515,0.03,0.033",16,urn:cite:hmt:e3bifolio.E3_148v_149r,15
urn:cite:hmt:e3footnotes.11-221,urn:cts:greekLit:tlg5026.e3.hmt:11.221,urn:cts:greekLit:tlg0012.tlg001.e3:11.617@θέειν,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.5315,0.5315,0.015,0.0225",17,urn:cite:hmt:e3bifolio.E3_148v_149r,16
urn:cite:hmt:e3footnotes.11-222,urn:cts:greekLit:tlg5026.e3.hmt:11.222,urn:cts:greekLit:tlg0012.tlg001.e3:11.618@οἳ δ',"urn:cite:hmt:e3bifolio.E3_148v_149r@0.4965,0.5511,0.017,0.0225",18,urn:cite:hmt:e3bifolio.E3_148v_149r,17
urn:cite:hmt:e3footnotes.11-223,urn:cts:greekLit:tlg5026.e3.hmt:11.223,urn:cts:greekLit:tlg0012.tlg001.e3:11.619@μέν,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.5195,0.5646,0.017,0.0225",19,urn:cite:hmt:e3bifolio.E3_148v_149r,18
urn:cite:hmt:e3footnotes.11-224,urn:cts:greekLit:tlg5026.e3.hmt:11.224,urn:cts:greekLit:tlg0012.tlg001.e3:11.620@Εὐρυμέδων,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.5455,0.5826,0.017,0.0225",20,urn:cite:hmt:e3bifolio.E3_148v_149r,19
urn:cite:hmt:e3footnotes.11-225,urn:cts:greekLit:tlg5026.e3.hmt:11.225,urn:cts:greekLit:tlg0012.tlg001.e3:11.624@τεῦχε κυκειῶ,"urn:cite:hmt:e3bifolio.E3_148v_149r@0.5506,0.6532,0.017,0.0225",21,urn:cite:hmt:e3bifolio.E3_148v_149r,20
urn:cite:hmt:e3footnotes.11-227,urn:cts:greekLit:tlg5026.e3.hmt:11.227,urn:cts:greekLit:tlg0012.tlg001.e3:11.628@ἐπιπροΐηλε,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.382,0.3423,0.0087,0.0122",1,urn:cite:hmt:e3bifolio.E3_149v_150r,1
urn:cite:hmt:e3footnotes.11-228,urn:cts:greekLit:tlg5026.e3.hmt:11.228,urn:cts:greekLit:tlg0012.tlg001.e3:11.629@κυανόπεζαν,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.303,0.3563,0.0077,0.0108",2,urn:cite:hmt:e3bifolio.E3_149v_150r,2
urn:cite:hmt:e3footnotes.11-229,urn:cts:greekLit:tlg5026.e3.hmt:11.229,urn:cts:greekLit:tlg0012.tlg001.e3:11.630@κρόμυον,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.3702,0.3711,0.0077,0.0144",3,urn:cite:hmt:e3bifolio.E3_149v_150r,3
urn:cite:hmt:e3footnotes.11-230,urn:cts:greekLit:tlg5026.e3.hmt:11.230,urn:cts:greekLit:tlg0012.tlg001.e3:11.634@τέσσαρ᾽,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.2595,0.4395,0.0101,0.013",4,urn:cite:hmt:e3bifolio.E3_149v_150r,4
urn:cite:hmt:e3footnotes.11-231,urn:cts:greekLit:tlg5026.e3.hmt:11.231,urn:cts:greekLit:tlg0012.tlg001.e3:11.634@πελειάδες,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.3577,0.4402,0.0087,0.013",5,urn:cite:hmt:e3bifolio.E3_149v_150r,5
urn:cite:hmt:e3footnotes.11-232,urn:cts:greekLit:tlg5026.e3.hmt:11.232,urn:cts:greekLit:tlg0012.tlg001.e3:11.635@ὑπὸ πυθμένες,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.3839,0.4568,0.0087,0.0122",6,urn:cite:hmt:e3bifolio.E3_149v_150r,6
urn:cite:hmt:e3footnotes.11-233,urn:cts:greekLit:tlg5026.e3.hmt:11.233,urn:cts:greekLit:tlg0012.tlg001.e3:11.636@ἄλλος,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.2611,0.4727,0.0096,0.0137",7,urn:cite:hmt:e3bifolio.E3_149v_150r,7
urn:cite:hmt:e3footnotes.11-234,urn:cts:greekLit:tlg5026.e3.hmt:11.234,urn:cts:greekLit:tlg0012.tlg001.e3:11.637@ἀμογητὶ,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.383,0.4885,0.0087,0.0144",8,urn:cite:hmt:e3bifolio.E3_149v_150r,8
urn:cite:hmt:e3footnotes.11-235,urn:cts:greekLit:tlg5026.e3.hmt:11.235,urn:cts:greekLit:tlg0012.tlg001.e3:11.639@Πραμνείῳ,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.2861,0.522,0.0111,0.0137",9,urn:cite:hmt:e3bifolio.E3_149v_150r,9
urn:cite:hmt:e3footnotes.11-236,urn:cts:greekLit:tlg5026.e3.hmt:11.236,urn:cts:greekLit:tlg0012.tlg001.e3:11.642@πολυκαγκέα,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.3938,0.5703,0.0084,0.0159",10,urn:cite:hmt:e3bifolio.E3_149v_150r,10
urn:cite:hmt:e3footnotes.11-237,urn:cts:greekLit:tlg5026.e3.hmt:11.237,urn:cts:greekLit:tlg0012.tlg001.e3:11.645@ὁ γεραιὸς,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.3217,0.6232,0.0135,0.0155",11,urn:cite:hmt:e3bifolio.E3_149v_150r,11
urn:cite:hmt:e3footnotes.11-238,urn:cts:greekLit:tlg5026.e3.hmt:11.237,urn:cts:greekLit:tlg0012.tlg001.e3:11.645@θρόνου,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.3758,0.6189,0.0115,0.0166",11,urn:cite:hmt:e3bifolio.E3_149v_150r,12
urn:cite:hmt:e3footnotes.11-239,urn:cts:greekLit:tlg5026.e3.hmt:11.238,urn:cts:greekLit:tlg0012.tlg001.e3:11.647@ἀναίνετο,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.3698,0.6535,0.0118,0.0155",12,urn:cite:hmt:e3bifolio.E3_149v_150r,13
urn:cite:hmt:e3footnotes.11-240,urn:cts:greekLit:tlg5026.e3.hmt:11.239,urn:cts:greekLit:tlg0012.tlg001.e3:11.654@ἀναίτιον,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.643,0.3768,0.0105,0.0178",13,urn:cite:hmt:e3bifolio.E3_149v_150r,14
urn:cite:hmt:e3footnotes.11-241,urn:cts:greekLit:tlg5026.e3.hmt:11.240,urn:cts:greekLit:tlg0012.tlg001.e3:11.656@ὀλοφύρεται,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.6103,0.4108,0.0135,0.015",14,urn:cite:hmt:e3bifolio.E3_149v_150r,15
urn:cite:hmt:e3footnotes.11-242,urn:cts:greekLit:tlg5026.e3.hmt:11.241,urn:cts:greekLit:tlg0012.tlg001.e3:11.665@ἐσθλὸς,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.5147,0.5437,0.0092,0.0146",15,urn:cite:hmt:e3bifolio.E3_149v_150r,16
urn:cite:hmt:e3footnotes.11-243,urn:cts:greekLit:tlg5026.e3.hmt:11.242,urn:cts:greekLit:tlg0012.tlg001.e3:11.666@ἄγχι,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.6503,0.5676,0.0113,0.0146",16,urn:cite:hmt:e3bifolio.E3_149v_150r,17
urn:cite:hmt:e3footnotes.11-244,urn:cts:greekLit:tlg5026.e3.hmt:11.243,urn:cts:greekLit:tlg0012.tlg001.e3:11.668@ἐπισχερώ,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.61,0.5996,0.0086,0.0154",17,urn:cite:hmt:e3bifolio.E3_149v_150r,18
urn:cite:hmt:e3footnotes.11-245,urn:cts:greekLit:tlg5026.e3.hmt:11.244,urn:cts:greekLit:tlg0012.tlg001.e3:11.669@οἵη,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.5355,0.6117,0.0111,0.0142",18,urn:cite:hmt:e3bifolio.E3_149v_150r,19
urn:cite:hmt:e3footnotes.11-246,urn:cts:greekLit:tlg5026.e3.hmt:11.245,urn:cts:greekLit:tlg0012.tlg001.e3:11.670@ἡβώοιμι,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.5422,0.6312,0.0111,0.015",19,urn:cite:hmt:e3bifolio.E3_149v_150r,20
urn:cite:hmt:e3footnotes.11-247,urn:cts:greekLit:tlg5026.e3.hmt:11.246,urn:cts:greekLit:tlg0012.tlg001.e3:11.671@ὁπότ᾽,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.526,0.6466,0.0095,0.0158",20,urn:cite:hmt:e3bifolio.E3_149v_150r,21
urn:cite:hmt:e3footnotes.11-248,urn:cts:greekLit:tlg5026.e3.hmt:11.247,urn:cts:greekLit:tlg0012.tlg001.e3:11.674@ῥύσι᾽,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.505,0.6952,0.0132,0.0134",21,urn:cite:hmt:e3bifolio.E3_149v_150r,22
urn:cite:hmt:e3footnotes.11-249,urn:cts:greekLit:tlg5026.e3.hmt:11.248,urn:cts:greekLit:tlg0012.tlg001.e3:11.675@πρώτοισιν,"urn:cite:hmt:e3bifolio.E3_149v_150r@0.5687,0.7183,0.0151,0.0134",22,urn:cite:hmt:e3bifolio.E3_149v_150r,23
urn:cite:hmt:e3footnotes.11-250,urn:cts:greekLit:tlg5026.e3.hmt:11.249,urn:cts:greekLit:tlg0012.tlg001.e3:11.676@περίτρεσαν,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.4144,0.2613,0.022,0.0255",1,urn:cite:hmt:e3bifolio.E3_150v_151r,1
urn:cite:hmt:e3footnotes.11-251,urn:cts:greekLit:tlg5026.e3.hmt:11.250,urn:cts:greekLit:tlg0012.tlg001.e3:11.677@ἤλιθα,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.4855,0.2838,0.022,0.0255",2,urn:cite:hmt:e3bifolio.E3_150v_151r,2
urn:cite:hmt:e3footnotes.11-252,urn:cts:greekLit:tlg5026.e3.hmt:11.251,urn:cts:greekLit:tlg0012.tlg001.e3:11.678@πεντήκοντα,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.3433,0.3048,0.022,0.0255",3,urn:cite:hmt:e3bifolio.E3_150v_151r,3
urn:cite:hmt:e3footnotes.11-253,urn:cts:greekLit:tlg5026.e3.hmt:11.252,urn:cts:greekLit:tlg0012.tlg001.e3:11.686@χρεος,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.3824,0.4399,0.017,0.0225",4,urn:cite:hmt:e3bifolio.E3_150v_151r,4
urn:cite:hmt:e3footnotes.11-254,urn:cts:greekLit:tlg5026.e3.hmt:11.253,urn:cts:greekLit:tlg0012.tlg001.e3:11.688@ὄφελλον,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.5055,0.4715,0.017,0.0225",5,urn:cite:hmt:e3bifolio.E3_150v_151r,5
urn:cite:hmt:e3footnotes.11-255,urn:cts:greekLit:tlg5026.e3.hmt:11.254,urn:cts:greekLit:tlg0012.tlg001.e3:11.690@ἐκάκωσε,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.3884,0.5135,0.017,0.0225",6,urn:cite:hmt:e3bifolio.E3_150v_151r,6
urn:cite:hmt:e3footnotes.11-256,urn:cts:greekLit:tlg5026.e3.hmt:11.255,urn:cts:greekLit:tlg0012.tlg001.e3:11.692@Νηλῆος,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.3734,0.539,0.022,0.033",7,urn:cite:hmt:e3bifolio.E3_150v_151r,7
urn:cite:hmt:e3footnotes.11-257,urn:cts:greekLit:tlg5026.e3.hmt:11.256,urn:cts:greekLit:tlg0012.tlg001.e3:11.699@τέσσαρες,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.3243,0.6637,0.022,0.033",8,urn:cite:hmt:e3bifolio.E3_150v_151r,8
urn:cite:hmt:e3footnotes.11-258,urn:cts:greekLit:tlg5026.e3.hmt:11.257,urn:cts:greekLit:tlg0012.tlg001.e3:11.700@τρίποδος,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.6907,0.2598,0.015,0.027",9,urn:cite:hmt:e3bifolio.E3_150v_151r,9
urn:cite:hmt:e3footnotes.11-259,urn:cts:greekLit:tlg5026.e3.hmt:11.258,urn:cts:greekLit:tlg0012.tlg001.e3:11.703@ἐπέων,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.6336,0.3183,0.019,0.0255",10,urn:cite:hmt:e3bifolio.E3_150v_151r,10
urn:cite:hmt:e3footnotes.11-260,urn:cts:greekLit:tlg5026.e3.hmt:11.259,urn:cts:greekLit:tlg0012.tlg001.e3:11.708@ἦλθον,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.5696,0.4054,0.019,0.0255",11,urn:cite:hmt:e3bifolio.E3_150v_151r,11
urn:cite:hmt:e3footnotes.11-261,urn:cts:greekLit:tlg5026.e3.hmt:11.260,urn:cts:greekLit:tlg0012.tlg001.e3:11.711@Θρυόεσσα,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.6146,0.458,0.019,0.024",12,urn:cite:hmt:e3bifolio.E3_150v_151r,12
